"GOTermMatch","Term","Ontology","GOId","TermFromMSigDB"
"regulationofskeletalmuscletissuedevelopment","regulation of skeletal muscle tissue development","BP","GO:0048641","GO_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT"
"regulationofsmadproteinimportintonucleus","regulation of SMAD protein import into nucleus","BP","GO:0060390","GO_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS"
"regulationofsmallgtpasemediatedsignaltransduction","regulation of small GTPase mediated signal transduction","BP","GO:0051056","GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION"
"regulationofsmoothenedsignalingpathway","regulation of smoothened signaling pathway","BP","GO:0008589","GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY"
"regulationofsmoothmusclecellapoptoticprocess","regulation of smooth muscle cell apoptotic process","BP","GO:0034391","GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS"
"regulationofsmoothmusclecelldifferentiation","regulation of smooth muscle cell differentiation","BP","GO:0051150","GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION"
"regulationofsmoothmusclecellmigration","regulation of smooth muscle cell migration","BP","GO:0014910","GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION"
"regulationofsmoothmusclecellproliferation","regulation of smooth muscle cell proliferation","BP","GO:0048660","GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION"
"regulationofsmoothmusclecontraction","regulation of smooth muscle contraction","BP","GO:0006940","GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION"
"regulationofsodiumiontransmembranetransport","regulation of sodium ion transmembrane transport","BP","GO:1902305","GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT"
"regulationofsodiumiontransmembranetransporteractivity","regulation of sodium ion transmembrane transporter activity","BP","GO:2000649","GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"regulationofsodiumiontransport","regulation of sodium ion transport","BP","GO:0002028","GO_REGULATION_OF_SODIUM_ION_TRANSPORT"
"regulationofsphingolipidbiosyntheticprocess","regulation of sphingolipid biosynthetic process","BP","GO:0090153","GO_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS"
"regulationofspindleassembly","regulation of spindle assembly","BP","GO:0090169","GO_REGULATION_OF_SPINDLE_ASSEMBLY"
"regulationofspindlecheckpoint","regulation of spindle checkpoint","BP","GO:0090231","GO_REGULATION_OF_SPINDLE_CHECKPOINT"
"regulationofspindleorganization","regulation of spindle organization","BP","GO:0090224","GO_REGULATION_OF_SPINDLE_ORGANIZATION"
"regulationofsproutingangiogenesis","regulation of sprouting angiogenesis","BP","GO:1903670","GO_REGULATION_OF_SPROUTING_ANGIOGENESIS"
"regulationofstatcascade","regulation of STAT cascade","BP","GO:1904892","GO_REGULATION_OF_STAT_CASCADE"
"regulationofstemcelldifferentiation","regulation of stem cell differentiation","BP","GO:2000736","GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION"
"regulationofstemcellpopulationmaintenance","regulation of stem cell population maintenance","BP","GO:2000036","GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE"
"regulationofstemcellproliferation","regulation of stem cell proliferation","BP","GO:0072091","GO_REGULATION_OF_STEM_CELL_PROLIFERATION"
"regulationofsteroidbiosyntheticprocess","regulation of steroid biosynthetic process","BP","GO:0050810","GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS"
"regulationofsteroidhormonesecretion","regulation of steroid hormone secretion","BP","GO:2000831","GO_REGULATION_OF_STEROID_HORMONE_SECRETION"
"regulationofsteroidmetabolicprocess","regulation of steroid metabolic process","BP","GO:0019218","GO_REGULATION_OF_STEROID_METABOLIC_PROCESS"
"regulationofsteroltransport","regulation of sterol transport","BP","GO:0032371","GO_REGULATION_OF_STEROL_TRANSPORT"
"regulationofstressactivatedproteinkinasesignalingcascade","regulation of stress-activated protein kinase signaling cascade","BP","GO:0070302","GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE"
"regulationofstriatedmusclecellapoptoticprocess","regulation of striated muscle cell apoptotic process","BP","GO:0010662","GO_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS"
"regulationofstriatedmusclecelldifferentiation","regulation of striated muscle cell differentiation","BP","GO:0051153","GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION"
"regulationofstriatedmusclecontraction","regulation of striated muscle contraction","BP","GO:0006942","GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION"
"regulationofsubstrateadhesiondependentcellspreading","regulation of substrate adhesion-dependent cell spreading","BP","GO:1900024","GO_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING"
"regulationofsulfurmetabolicprocess","regulation of sulfur metabolic process","BP","GO:0042762","GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS"
"regulationofsuperoxideaniongeneration","regulation of superoxide anion generation","BP","GO:0032928","GO_REGULATION_OF_SUPEROXIDE_ANION_GENERATION"
"regulationofsuperoxidemetabolicprocess","regulation of superoxide metabolic process","BP","GO:0090322","GO_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS"
"regulationofsymbiosisencompassingmutualismthroughparasitism","regulation of symbiosis, encompassing mutualism through parasitism","BP","GO:0043903","GO_REGULATION_OF_SYMBIOSIS_ENCOMPASSING_MUTUALISM_THROUGH_PARASITISM"
"regulationofsynapseassembly","regulation of synapse assembly","BP","GO:0051963","GO_REGULATION_OF_SYNAPSE_ASSEMBLY"
"regulationofsynapsematuration","regulation of synapse maturation","BP","GO:0090128","GO_REGULATION_OF_SYNAPSE_MATURATION"
"regulationofsynapseorganization","regulation of synapse organization","BP","GO:0050807","GO_REGULATION_OF_SYNAPSE_ORGANIZATION"
"regulationofsynapsestructureoractivity","regulation of synapse structure or activity","BP","GO:0050803","GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY"
"regulationofsynapticplasticity","regulation of synaptic plasticity","BP","GO:0048167","GO_REGULATION_OF_SYNAPTIC_PLASTICITY"
"regulationofsynaptictransmissiondopaminergic","regulation of synaptic transmission, dopaminergic","BP","GO:0032225","GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC"
"regulationofsynaptictransmissiongabaergic","regulation of synaptic transmission, GABAergic","BP","GO:0032228","GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC"
"regulationofsynaptictransmissionglutamatergic","regulation of synaptic transmission, glutamatergic","BP","GO:0051966","GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC"
"regulationofsynapticvesicleexocytosis","regulation of synaptic vesicle exocytosis","BP","GO:2000300","GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS"
"regulationofsynapticvesicletransport","regulation of synaptic vesicle transport","BP","GO:1902803","GO_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT"
"regulationofsyncytiumformationbyplasmamembranefusion","regulation of syncytium formation by plasma membrane fusion","BP","GO:0060142","GO_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION"
"regulationofsystemicarterialbloodpressure","regulation of systemic arterial blood pressure","BP","GO:0003073","GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE"
"regulationofsystemicarterialbloodpressurebycirculatoryreninangiotensin","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","BP","GO:0001991","GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN"
"regulationofsystemicarterialbloodpressurebyhormone","regulation of systemic arterial blood pressure by hormone","BP","GO:0001990","GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE"
"regulationofsystemicarterialbloodpressurebyreninangiotensin","regulation of systemic arterial blood pressure by renin-angiotensin","BP","GO:0003081","GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN"
"regulationofsystemicarterialbloodpressuremediatedbyachemicalsignal","regulation of systemic arterial blood pressure mediated by a chemical signal","BP","GO:0003044","GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL"
"regulationofsystemprocess","regulation of system process","BP","GO:0044057","GO_REGULATION_OF_SYSTEM_PROCESS"
"regulationoftcellapoptoticprocess","regulation of T cell apoptotic process","BP","GO:0070232","GO_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS"
"regulationoftcellchemotaxis","regulation of T cell chemotaxis","BP","GO:0010819","GO_REGULATION_OF_T_CELL_CHEMOTAXIS"
"regulationoftcellcytokineproduction","regulation of T cell cytokine production","BP","GO:0002724","GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION"
"regulationoftcelldifferentiation","regulation of T cell differentiation","BP","GO:0045580","GO_REGULATION_OF_T_CELL_DIFFERENTIATION"
"regulationoftcelldifferentiationinthymus","regulation of T cell differentiation in thymus","BP","GO:0033081","GO_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS"
"regulationoftcellmediatedcytotoxicity","regulation of T cell mediated cytotoxicity","BP","GO:0001914","GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY"
"regulationoftcellmediatedimmunity","regulation of T cell mediated immunity","BP","GO:0002709","GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY"
"regulationoftcellmigration","regulation of T cell migration","BP","GO:2000404","GO_REGULATION_OF_T_CELL_MIGRATION"
"regulationoftcellproliferation","regulation of T cell proliferation","BP","GO:0042129","GO_REGULATION_OF_T_CELL_PROLIFERATION"
"regulationoftcellreceptorsignalingpathway","regulation of T cell receptor signaling pathway","BP","GO:0050856","GO_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY"
"regulationoftcelltoleranceinduction","regulation of T cell tolerance induction","BP","GO:0002664","GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION"
"regulationoftelomeraseactivity","regulation of telomerase activity","BP","GO:0051972","GO_REGULATION_OF_TELOMERASE_ACTIVITY"
"regulationoftelomerasernalocalizationtocajalbody","regulation of telomerase RNA localization to Cajal body","BP","GO:1904872","GO_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY"
"regulationoftelomerecapping","regulation of telomere capping","BP","GO:1904353","GO_REGULATION_OF_TELOMERE_CAPPING"
"regulationoftelomeremaintenance","regulation of telomere maintenance","BP","GO:0032204","GO_REGULATION_OF_TELOMERE_MAINTENANCE"
"regulationoftelomeremaintenanceviatelomerelengthening","regulation of telomere maintenance via telomere lengthening","BP","GO:1904356","GO_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING"
"regulationoftheforceofheartcontraction","regulation of the force of heart contraction","BP","GO:0002026","GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION"
"regulationofthelper1typeimmuneresponse","regulation of T-helper 1 type immune response","BP","GO:0002825","GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE"
"regulationofthelper2celldifferentiation","regulation of T-helper 2 cell differentiation","BP","GO:0045628","GO_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION"
"regulationofthelpercelldifferentiation","regulation of T-helper cell differentiation","BP","GO:0045622","GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION"
"regulationofthymocyteaggregation","regulation of thymocyte aggregation","BP","GO:2000398","GO_REGULATION_OF_THYMOCYTE_AGGREGATION"
"regulationofthymocyteapoptoticprocess","regulation of thymocyte apoptotic process","BP","GO:0070243","GO_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS"
"regulationoftimingofcelldifferentiation","regulation of timing of cell differentiation","BP","GO:0048505","GO_REGULATION_OF_TIMING_OF_CELL_DIFFERENTIATION"
"regulationoftissueremodeling","regulation of tissue remodeling","BP","GO:0034103","GO_REGULATION_OF_TISSUE_REMODELING"
"regulationoftoleranceinduction","regulation of tolerance induction","BP","GO:0002643","GO_REGULATION_OF_TOLERANCE_INDUCTION"
"regulationoftolllikereceptor4signalingpathway","regulation of toll-like receptor 4 signaling pathway","BP","GO:0034143","GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY"
"regulationoftolllikereceptorsignalingpathway","regulation of toll-like receptor signaling pathway","BP","GO:0034121","GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"
"regulationoftorsignaling","regulation of TOR signaling","BP","GO:0032006","GO_REGULATION_OF_TOR_SIGNALING"
"regulationoftranscriptionelongationfromrnapolymeraseiipromoter","regulation of transcription elongation from RNA polymerase II promoter","BP","GO:0034243","GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER"
"regulationoftranscriptionfactorimportintonucleus","regulation of transcription factor import into nucleus","BP","GO:0042990","GO_REGULATION_OF_TRANSCRIPTION_FACTOR_IMPORT_INTO_NUCLEUS"
"regulationoftranscriptionfromrnapolymeraseiiipromoter","regulation of transcription from RNA polymerase III promoter","BP","GO:0006359","GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER"
"regulationoftranscriptionfromrnapolymeraseiipromoter","regulation of transcription from RNA polymerase II promoter","BP","GO:0006357","GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER"
"regulationoftranscriptionfromrnapolymeraseiipromoterinresponsetohypoxia","regulation of transcription from RNA polymerase II promoter in response to hypoxia","BP","GO:0061418","GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA"
"regulationoftranscriptionfromrnapolymeraseipromoter","regulation of transcription from RNA polymerase I promoter","BP","GO:0006356","GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_I_PROMOTER"
"regulationoftranscriptioninitiationfromrnapolymeraseiipromoter","regulation of transcription initiation from RNA polymerase II promoter","BP","GO:0060260","GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER"
"regulationoftranscriptioninvolvedincellfatecommitment","regulation of transcription involved in cell fate commitment","BP","GO:0060850","GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_CELL_FATE_COMMITMENT"
"regulationoftranscriptioninvolveding1stransitionofmitoticcellcycle","regulation of transcription involved in G1/S transition of mitotic cell cycle","BP","GO:0000083","GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE"
"regulationoftranscriptionregulatoryregiondnabinding","regulation of transcription regulatory region DNA binding","BP","GO:2000677","GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING"
"regulationoftransferaseactivity","regulation of transferase activity","BP","GO:0051338","GO_REGULATION_OF_TRANSFERASE_ACTIVITY"
"regulationoftransforminggrowthfactorbetaproduction","regulation of transforming growth factor beta production","BP","GO:0071634","GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION"
"regulationoftransforminggrowthfactorbetareceptorsignalingpathway","regulation of transforming growth factor beta receptor signaling pathway","BP","GO:0017015","GO_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY"
"regulationoftranslationalelongation","regulation of translational elongation","BP","GO:0006448","GO_REGULATION_OF_TRANSLATIONAL_ELONGATION"
"regulationoftranslationalfidelity","regulation of translational fidelity","BP","GO:0006450","GO_REGULATION_OF_TRANSLATIONAL_FIDELITY"
"regulationoftranslationalinitiation","regulation of translational initiation","BP","GO:0006446","GO_REGULATION_OF_TRANSLATIONAL_INITIATION"
"regulationoftranslationalinitiationinresponsetostress","regulation of translational initiation in response to stress","BP","GO:0043558","GO_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS"
"regulationoftranslationinresponsetostress","regulation of translation in response to stress","BP","GO:0043555","GO_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS"
"regulationoftransmembranereceptorproteinserinethreoninekinasesignalingpathway","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP","GO:0090092","GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY"
"regulationoftransmembranetransport","regulation of transmembrane transport","BP","GO:0034762","GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT"
"regulationoftransmissionofnerveimpulse","regulation of transmission of nerve impulse","BP","GO:0051969","GO_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE"
"regulationoftransport","regulation of transport","BP","GO:0051049","GO_REGULATION_OF_TRANSPORT"
"regulationoftransporteractivity","regulation of transporter activity","BP","GO:0032409","GO_REGULATION_OF_TRANSPORTER_ACTIVITY"
"regulationoftriglyceridebiosyntheticprocess","regulation of triglyceride biosynthetic process","BP","GO:0010866","GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS"
"regulationoftriglyceridecatabolicprocess","regulation of triglyceride catabolic process","BP","GO:0010896","GO_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS"
"regulationoftriglyceridemetabolicprocess","regulation of triglyceride metabolic process","BP","GO:0090207","GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS"
"regulationoftumornecrosisfactorbiosyntheticprocess","regulation of tumor necrosis factor biosynthetic process","BP","GO:0042534","GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS"
"regulationoftumornecrosisfactormediatedsignalingpathway","regulation of tumor necrosis factor-mediated signaling pathway","BP","GO:0010803","GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY"
"regulationoftumornecrosisfactorsuperfamilycytokineproduction","regulation of tumor necrosis factor superfamily cytokine production","BP","GO:1903555","GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION"
"regulationoftype2immuneresponse","regulation of type 2 immune response","BP","GO:0002828","GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE"
"regulationoftypeiinterferonmediatedsignalingpathway","regulation of type I interferon-mediated signaling pathway","BP","GO:0060338","GO_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY"
"regulationoftypeiinterferonproduction","regulation of type I interferon production","BP","GO:0032479","GO_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION"
"regulationoftyrosinephosphorylationofstat1protein","regulation of tyrosine phosphorylation of Stat1 protein","BP","GO:0042510","GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT1_PROTEIN"
"regulationoftyrosinephosphorylationofstat3protein","regulation of tyrosine phosphorylation of Stat3 protein","BP","GO:0042516","GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT3_PROTEIN"
"regulationoftyrosinephosphorylationofstat5protein","regulation of tyrosine phosphorylation of Stat5 protein","BP","GO:0042522","GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT5_PROTEIN"
"regulationoftyrosinephosphorylationofstatprotein","regulation of tyrosine phosphorylation of STAT protein","BP","GO:0042509","GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN"
"regulationofubiquitinproteinligaseactivity","regulation of ubiquitin protein ligase activity","BP","GO:1904666","GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY"
"regulationofurinevolume","regulation of urine volume","BP","GO:0035809","GO_REGULATION_OF_URINE_VOLUME"
"regulationofvacuolartransport","regulation of vacuolar transport","BP","GO:1903335","GO_REGULATION_OF_VACUOLAR_TRANSPORT"
"regulationofvacuoleorganization","regulation of vacuole organization","BP","GO:0044088","GO_REGULATION_OF_VACUOLE_ORGANIZATION"
"regulationofvascularendothelialgrowthfactorproduction","regulation of vascular endothelial growth factor production","BP","GO:0010574","GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION"
"regulationofvascularendothelialgrowthfactorreceptorsignalingpathway","regulation of vascular endothelial growth factor receptor signaling pathway","BP","GO:0030947","GO_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY"
"regulationofvascularpermeability","regulation of vascular permeability","BP","GO:0043114","GO_REGULATION_OF_VASCULAR_PERMEABILITY"
"regulationofvasculaturedevelopment","regulation of vasculature development","BP","GO:1901342","GO_REGULATION_OF_VASCULATURE_DEVELOPMENT"
"regulationofvasculogenesis","regulation of vasculogenesis","BP","GO:2001212","GO_REGULATION_OF_VASCULOGENESIS"
"regulationofvasoconstriction","regulation of vasoconstriction","BP","GO:0019229","GO_REGULATION_OF_VASOCONSTRICTION"
"regulationofvasodilation","regulation of vasodilation","BP","GO:0042312","GO_REGULATION_OF_VASODILATION"
"regulationofventricularcardiacmusclecellactionpotential","regulation of ventricular cardiac muscle cell action potential","BP","GO:0098911","GO_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL"
"regulationofvesiclefusion","regulation of vesicle fusion","BP","GO:0031338","GO_REGULATION_OF_VESICLE_FUSION"
"regulationofvesiclemediatedtransport","regulation of vesicle-mediated transport","BP","GO:0060627","GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT"
"regulationofviralentryintohostcell","regulation of viral entry into host cell","BP","GO:0046596","GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL"
"regulationofviralgenomereplication","regulation of viral genome replication","BP","GO:0045069","GO_REGULATION_OF_VIRAL_GENOME_REPLICATION"
"regulationofviralinducedcytoplasmicpatternrecognitionreceptorsignalingpathway","regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","BP","GO:0039531","GO_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY"
"regulationofviralreleasefromhostcell","regulation of viral release from host cell","BP","GO:1902186","GO_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL"
"regulationofviraltranscription","regulation of viral transcription","BP","GO:0046782","GO_REGULATION_OF_VIRAL_TRANSCRIPTION"
"regulationofvitaminmetabolicprocess","regulation of vitamin metabolic process","BP","GO:0030656","GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS"
"regulationofvoltagegatedcalciumchannelactivity","regulation of voltage-gated calcium channel activity","BP","GO:1901385","GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY"
"regulationofwaterlossviaskin","regulation of water loss via skin","BP","GO:0033561","GO_REGULATION_OF_WATER_LOSS_VIA_SKIN"
"regulationofwntsignalingpathway","regulation of Wnt signaling pathway","BP","GO:0030111","GO_REGULATION_OF_WNT_SIGNALING_PATHWAY"
"regulationofwntsignalingpathwayplanarcellpolaritypathway","regulation of Wnt signaling pathway, planar cell polarity pathway","BP","GO:2000095","GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY"
"regulationofwoundhealing","regulation of wound healing","BP","GO:0061041","GO_REGULATION_OF_WOUND_HEALING"
"regulatoryregionnucleicacidbinding","regulatory region nucleic acid binding","MF","GO:0001067","GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING"
"relaxationofcardiacmuscle","relaxation of cardiac muscle","BP","GO:0055119","GO_RELAXATION_OF_CARDIAC_MUSCLE"
"relaxationofmuscle","relaxation of muscle","BP","GO:0090075","GO_RELAXATION_OF_MUSCLE"
"releaseofcytochromecfrommitochondria","release of cytochrome c from mitochondria","BP","GO:0001836","GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA"
"renalabsorption","renal absorption","BP","GO:0070293","GO_RENAL_ABSORPTION"
"renalfiltration","renal filtration","BP","GO:0097205","GO_RENAL_FILTRATION"
"renalsystemprocess","renal system process","BP","GO:0003014","GO_RENAL_SYSTEM_PROCESS"
"renalsystemprocessinvolvedinregulationofbloodvolume","renal system process involved in regulation of blood volume","BP","GO:0001977","GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME"
"renalsystemprocessinvolvedinregulationofsystemicarterialbloodpressure","renal system process involved in regulation of systemic arterial blood pressure","BP","GO:0003071","GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE"
"renalsystemvasculaturedevelopment","renal system vasculature development","BP","GO:0061437","GO_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT"
"renaltubuledevelopment","renal tubule development","BP","GO:0061326","GO_RENAL_TUBULE_DEVELOPMENT"
"renalvesicledevelopment","renal vesicle development","BP","GO:0072087","GO_RENAL_VESICLE_DEVELOPMENT"
"renalwaterhomeostasis","renal water homeostasis","BP","GO:0003091","GO_RENAL_WATER_HOMEOSTASIS"
"replacementossification","replacement ossification","BP","GO:0036075","GO_REPLACEMENT_OSSIFICATION"
"replicationfork","replication fork","CC","GO:0005657","GO_REPLICATION_FORK"
"replicativesenescence","replicative senescence","BP","GO:0090399","GO_REPLICATIVE_SENESCENCE"
"replisome","replisome","CC","GO:0030894","GO_REPLISOME"
"repressingtranscriptionfactorbinding","repressing transcription factor binding","MF","GO:0070491","GO_REPRESSING_TRANSCRIPTION_FACTOR_BINDING"
"reproduction","reproduction","BP","GO:0000003","GO_REPRODUCTION"
"reproductivebehavior","reproductive behavior","BP","GO:0019098","GO_REPRODUCTIVE_BEHAVIOR"
"reproductivesystemdevelopment","reproductive system development","BP","GO:0061458","GO_REPRODUCTIVE_SYSTEM_DEVELOPMENT"
"respiratoryburst","respiratory burst","BP","GO:0045730","GO_RESPIRATORY_BURST"
"respiratorychain","respiratory chain","CC","GO:0070469","GO_RESPIRATORY_CHAIN"
"respiratorychaincomplexivassembly","respiratory chain complex IV assembly","BP","GO:0008535","GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY"
"respiratorygaseousexchange","respiratory gaseous exchange","BP","GO:0007585","GO_RESPIRATORY_GASEOUS_EXCHANGE"
"respiratorysystemdevelopment","respiratory system development","BP","GO:0060541","GO_RESPIRATORY_SYSTEM_DEVELOPMENT"
"respiratorysystemprocess","respiratory system process","BP","GO:0003016","GO_RESPIRATORY_SYSTEM_PROCESS"
"responsetoabioticstimulus","response to abiotic stimulus","BP","GO:0009628","GO_RESPONSE_TO_ABIOTIC_STIMULUS"
"responsetoacetylcholine","response to acetylcholine","BP","GO:1905144","GO_RESPONSE_TO_ACETYLCHOLINE"
"responsetoacidchemical","response to acid chemical","BP","GO:0001101","GO_RESPONSE_TO_ACID_CHEMICAL"
"responsetoacidicph","response to acidic pH","BP","GO:0010447","GO_RESPONSE_TO_ACIDIC_PH"
"responsetoactivity","response to activity","BP","GO:0014823","GO_RESPONSE_TO_ACTIVITY"
"responsetoalcohol","response to alcohol","BP","GO:0097305","GO_RESPONSE_TO_ALCOHOL"
"responsetoalkaloid","response to alkaloid","BP","GO:0043279","GO_RESPONSE_TO_ALKALOID"
"responsetoamine","response to amine","BP","GO:0014075","GO_RESPONSE_TO_AMINE"
"responsetoaminoacid","response to amino acid","BP","GO:0043200","GO_RESPONSE_TO_AMINO_ACID"
"responsetoammoniumion","response to ammonium ion","BP","GO:0060359","GO_RESPONSE_TO_AMMONIUM_ION"
